Country,Year,LE_at_birth,Doctors_Per_10000,Access_to_Electricity,Gender_Development_Index,Gender_Inequality_Index,Human_Development_Index,Health_Care_Index,Crime_Index
Kosovo,1970,64.584,0.779762034,73.60152107,0.872862643,0.568201741,0.560627303,56.61760348,57.41025939
"Yemen, Rep.",1970,40.501,0.029,5.744566658,0.831305719,0.644330039,0.320570464,44.88091932,77.39992735
South Africa,1970,55.579,0.156333308,35.93250274,0.788757941,0.68719559,0.405500275,49.98425268,73.81559643
Zambia,1970,51.493,0.073,15.47364147,0.863481513,0.646546508,0.4134933,44.12784881,76.50950798
Zimbabwe,1970,57.032,0.162,25.66390315,0.863150238,0.642999958,0.439364015,44.90984881,74.34090145
Aruba,1971,67.975,0.995998402,81.38941089,0.877192545,0.564407646,0.611238916,51.11181634,61.95701127
Africa Eastern and Southern,1971,47.19294226,0.08914877,11.58218073,0.572789886,0.72377334,0.293385134,47.05525758,77.73520336
Afghanistan,1971,37.923,0.112156757,19.51838504,0.57500622,0.723403774,0.296151313,46.91675758,77.2275605
Africa Western and Central,1971,41.55672111,0.095572272,14.99874079,0.567935291,0.724291189,0.290089925,47.05525758,77.27820336
Angola,1971,40.554,0.122586028,24.65421347,0.714426999,0.709839222,0.32057663,46.91675758,76.47469838
Albania,1971,65.618,0.911,88.88969721,0.737266352,0.688723611,0.577593086,49.6854386,68.87209929
Arab World,1971,51.29642393,0.213912838,39.39385022,0.743969927,0.69714143,0.413009461,47.27426894,73.40425364
United Arab Emirates,1971,61.211,1.007918446,71.80652775,0.898291982,0.556553578,0.574363709,52.79466486,61.26654148
Argentina,1971,65.541,0.944054147,80.04395374,0.879397373,0.56377875,0.606941445,52.20619015,61.4490444
Armenia,1971,64.208,0.865440851,75.51887458,0.882444361,0.563619364,0.590712661,50.99793787,61.98035082
Antigua and Barbuda,1971,70.683,1.426864339,96.76546104,0.831315943,0.580590841,0.653347851,51.22135709,59.55913287
Australia,1971,71.06829268,1.2,87.47027341,0.93795032,0.485766977,0.650032017,56.01855305,60.7183486
Austria,1971,70.11463415,1.4,95.74539752,0.845477972,0.563202536,0.647689685,51.5987807,60.09103606
Azerbaijan,1971,59.353,0.197883711,32.17472604,0.764358575,0.69920757,0.441759865,47.66924773,74.19300745
Burundi,1971,42.965,0.153338243,34.17461779,0.801590787,0.683475719,0.42448106,49.24242067,72.43080881
Belgium,1971,71.0604878,1.5,96.85719473,0.946597278,0.459819027,0.687143891,58.70850293,55.04768271
Benin,1971,42.581,0.154120844,32.96654108,0.788945123,0.684624138,0.421497055,47.80669448,73.31954729
Burkina Faso,1971,39.559,0.144562478,31.38087141,0.799825991,0.681875422,0.409350625,49.102054,72.7484695
Bangladesh,1971,25.996,0.139838366,29.8469269,0.780922417,0.68548911,0.390728322,47.25839773,74.69940284
Bulgaria,1971,70.87365854,1.896,97.06910565,0.963882085,0.444479841,0.696945482,62.83980322,53.24975686
Bahrain,1971,65.607,0.866977592,87.74974458,0.736901514,0.688688919,0.572584017,49.12902194,68.93555034
"Bahamas, The",1971,66.151,0.919336346,79.21925685,0.881554418,0.566370139,0.60479006,51.01671237,61.49112014
Bosnia And Herzegovina,1971,67.163,1.179289212,87.26323333,0.94228223,0.51106972,0.647002563,63.46262369,49.49094664
Belarus,1971,71.01170732,1.647594245,97.45297682,0.939797917,0.462950616,0.682777754,57.91473309,54.15915392
Belize,1971,64.204,0.934755005,79.96583955,0.885446599,0.563100763,0.605392943,52.72491893,61.3154628
Bermuda,1971,68.502,1.156777918,87.18297875,0.941925741,0.511590735,0.645620133,63.01125278,50.15827413
Bolivia,1971,47.061,0.278150353,43.8107856,0.798209272,0.670952314,0.44416375,49.18570028,71.51308429
Brazil,1971,57.586,0.289717822,44.47717716,0.794771545,0.686693555,0.434617391,49.96113361,71.35944496
Barbados,1971,68.598,1.003428544,81.26636017,0.884053628,0.56178395,0.613396594,51.26678703,61.4433827
Brunei Darussalam,1971,64.699,1.018312403,82.94358943,0.896381361,0.557827675,0.615870036,56.69337233,57.06242407
Bhutan,1971,40.753,0.283145753,42.86239907,0.795192991,0.678948709,0.432107104,49.22370028,71.06987318
Botswana,1971,55.745,0.300318725,45.75876625,0.803415431,0.681335694,0.450167576,49.77197502,71.42375981
Central African Republic,1971,45.688,0.156318811,34.97426663,0.802508449,0.683569958,0.425819953,49.40392067,72.57647547
Canada,1971,73.02926829,1.5,95.78813711,0.962847386,0.465535157,0.710206624,64.22972056,53.85168211
Central Europe and the Baltics,1971,69.50148114,1.202468511,88.70267889,0.943462686,0.51009087,0.648664963,63.12310323,49.99640011
Switzerland,1971,73.13073171,1.6,96.44034041,0.944730597,0.456096503,0.712467041,66.77398313,51.17003065
Channel Islands,1971,71.685,1.523715633,95.60776552,0.958875191,0.473498973,0.693441826,65.46162177,52.40707302
Chile,1971,62.732,0.953121318,78.81687687,0.946516813,0.51577507,0.603807929,63.07959795,50.54710599
China,1971,57.565,0.85,69.85490822,0.878163007,0.618907194,0.561382996,52.62625918,64.83247549
Ivory Coast,1971,44.992,0.267149306,44.14951372,0.790403319,0.682202183,0.429122303,49.05332646,71.46285652
Cameroon,1971,48.251,0.162475889,35.80350496,0.802802338,0.682132993,0.430720002,49.28703606,71.78768616
"Congo, Dem. Rep.",1971,43.656,0.157362328,35.12769697,0.80216645,0.681436733,0.423875147,49.02984491,72.19860283
"Congo, Rep.",1971,54.043,0.339167907,49.2232522,0.802518928,0.684663453,0.439214305,49.25476593,71.0695217
Colombia,1971,62.051,0.806735112,71.48560134,0.878216102,0.618899437,0.562228355,53.06675533,65.25326507
Comoros,1971,45.581,0.258356263,42.71107001,0.789961496,0.682706293,0.424500397,48.76096152,72.21509807
Cabo Verde,1971,54.813,0.276179955,44.02269498,0.805264856,0.681753812,0.442820998,49.86030836,70.97686815
Costa Rica,1971,66.301,1.073792709,84.83740664,0.895515538,0.557288854,0.614825902,56.41913223,56.76434783
Caribbean small states,1971,63.41381625,0.874930724,75.87429177,0.890644526,0.560901334,0.576816691,56.41628532,56.43499491
Cuba,1971,68.918,1.225839966,88.44743109,0.948264256,0.50809377,0.656356601,63.46711839,50.31482814
Curacao,1971,68.46085366,1.206305851,88.55511629,0.945826944,0.509327438,0.652489131,63.59291839,50.31575556
Cyprus,1971,69.33,1.19520436,88.7928366,0.943559649,0.510427141,0.653024958,63.272839,50.2438703
Czech Republic,1971,69.67707317,1.9,96.43879863,0.957830533,0.4584847,0.688325486,64.76987174,51.81408668
Germany,1971,70.6767561,1.572679234,95.91797446,0.95242497,0.480187695,0.683943974,65.27761785,51.02533566
Djibouti,1971,47.358,0.250972259,42.59270564,0.787894235,0.684049486,0.424897823,48.91052818,72.61891516
Dominica,1971,64.335,0.713114405,73.51979378,0.888666374,0.56204367,0.556681978,57.02126845,55.63852251
Denmark,1971,73.41463415,1.73557554,97.41474225,0.957635945,0.454741972,0.719393805,65.04015026,51.88247367
Dominican Republic,1971,56.782,0.271840845,43.81500546,0.790102338,0.691574354,0.431268411,49.49656152,71.91794825
Algeria,1971,43.67,0.120928579,23.16804074,0.709089514,0.710127537,0.320083311,46.91675758,76.40719838
East Asia & Pacific (excluding high income),1971,57.08999401,0.278215505,45.337106,0.796200338,0.686860098,0.433713503,49.4626769,71.71744496
Early-demographic dividend,1971,50.17385023,0.251420122,43.10021184,0.786807823,0.685754561,0.425454697,48.91052818,72.29375643
East Asia & Pacific,1971,58.86068805,0.295471529,46.96795937,0.792849635,0.694430163,0.439921494,49.5951769,71.8064342
Europe & Central Asia (excluding high income),1971,63.7122884,0.819070953,74.60662706,0.890244911,0.563831464,0.563998412,57.13871992,55.62666599
Europe & Central Asia,1971,69.10712082,1.202472076,88.62210871,0.944091678,0.510002429,0.653738659,64.00591746,50.01634665
Ecuador,1971,57.633,0.2892658,46.42849734,0.789447087,0.690287347,0.429346548,49.70289119,71.68011162
Egypt,1971,50.386,0.274033774,44.68365091,0.79919948,0.680910235,0.434778033,49.07995785,71.11853985
Euro area,1971,71.25998761,1.623999886,96.51596928,0.957401396,0.473672541,0.692178559,65.87062865,51.72763524
Eritrea,1971,41.483,0.257934071,43.07233157,0.789448408,0.684557789,0.422466922,48.76096152,72.62241516
Spain,1971,71.6302439,0.530567507,84.26206925,0.952253063,0.4360687,0.675746711,78.78468323,44.84732658
Estonia,1971,69.81517073,1.212329067,88.95257862,0.944069587,0.509258411,0.655108517,63.90013795,49.86603233
Ethiopia,1971,42.892,0.266163773,43.56293799,0.794128603,0.684933129,0.424984661,48.8975769,71.76502916
European Union,1971,70.96579801,1.637294276,96.82463891,0.95673585,0.473083583,0.691476703,65.6305234,51.60657996
Fragile and conflict affected situations,1971,49.50009731,0.264833671,43.28353496,0.785566623,0.687821308,0.426861289,49.10552818,71.92952916
Finland,1971,70.01756098,1.492923775,94.96305584,0.955586562,0.487887387,0.679557379,64.5111534,51.38383608
Fiji,1971,61.796,0.86297658,71.12903524,0.94344066,0.528997783,0.576787847,62.16289284,52.51697604
France,1971,71.90731707,1.3,92.90096857,0.955653641,0.475752523,0.688168871,66.81923026,52.68639923
"Micronesia, Fed. Sts.",1971,61.518,0.323025994,46.62593058,0.944300711,0.538311252,0.516282637,62.68705609,52.21494837
Gabon,1971,53.073,0.306677171,47.68147664,0.79566143,0.688930627,0.43471047,49.6175023,71.04868837
United Kingdom,1971,72.27317073,1,85.86815644,0.899986135,0.501339776,0.624273356,54.73885301,61.38469104
Georgia,1971,64.753,3.3,98.64487788,0.975603574,0.406852921,0.663085626,59.036038,53.67634536
Ghana,1971,47.798,0.264116737,43.64735408,0.781895659,0.688159363,0.426102822,49.08956023,71.82852916
Gibraltar,1971,71.017,1.618476215,96.30232518,0.956729923,0.474574945,0.691657181,65.97524253,51.43518648
Guinea,1971,39.308,0.266388917,43.5037454,0.784935032,0.684442247,0.422275109,48.53941211,72.84983183
"Gambia, The",1971,40.347,0.268962414,43.56644205,0.785193734,0.684004394,0.422823842,49.11314357,71.89705643
Guinea-Bissau,1971,38.368,0.157541431,34.44485384,0.790635264,0.688540757,0.419381312,48.38892468,72.50313381
Equatorial Guinea,1971,36.263,0.258224196,43.12871993,0.790949214,0.683188761,0.421744238,48.76096152,72.11988379
Greece,1971,73.00956098,1.7,97.28192226,0.955108394,0.455451049,0.716924908,65.41503755,51.97434282
Grenada,1971,66.479,1.163916829,88.12211483,0.940443253,0.511142334,0.644846103,64.53897652,49.8520143
Guatemala,1971,50.484,0.259312106,43.04573846,0.77974713,0.685864737,0.429655083,48.45591211,72.59691516
Guam,1971,65.193,1.01811698,82.72167711,0.895248948,0.561174257,0.615003281,56.27235889,57.93492714
Guyana,1971,60.555,0.359489091,56.26688031,0.874471195,0.619519092,0.507940611,50.62074118,64.14952757
High income,1971,70.46668157,1.278606561,92.34973923,0.952845955,0.494948563,0.666610162,64.30302641,51.66915373
Hong Kong,1971,71.46804878,1.592751908,96.5100644,0.95885281,0.474705385,0.69538687,66.31623866,51.9701496
Honduras,1971,54.966,0.264723925,43.23174944,0.791950281,0.686397013,0.44023392,48.93796521,71.89536432
Heavily indebted poor countries (HIPC),1971,44.22379024,0.261034473,43.52734561,0.784621048,0.68487904,0.42482299,48.23589288,72.96583183
Croatia,1971,69.14017073,1.216458363,88.53544678,0.949164604,0.50809377,0.655903607,63.45266839,50.30953268
Haiti,1971,47.719,0.256244079,43.41241644,0.780573119,0.690530845,0.425930347,48.23589288,73.03683183
Hungary,1971,69.05243902,2.1,97.47605499,0.952661084,0.445608205,0.695066832,64.69206701,51.37528236
IBRD only,1971,56.52367017,0.272139421,43.89737212,0.788522569,0.685814804,0.439185288,49.15501649,71.91829408
IDA & IBRD total,1971,54.31697785,0.275430697,44.23597848,0.793683194,0.684327931,0.442247443,49.2316795,71.34798575
IDA total,1971,44.12184394,0.284026899,45.78344,0.788728399,0.680245063,0.431640167,48.80746838,71.15423985
IDA blend,1971,48.25065152,0.256845793,43.57930587,0.782181537,0.685078289,0.428457345,48.42380955,73.03433183
Indonesia,1971,53.576,0.276545372,44.60344278,0.794362804,0.68736154,0.442193859,49.52592394,71.36485241
IDA only,1971,42.29211422,0.264886527,43.71929894,0.788014635,0.684084208,0.426511101,48.85739288,72.04625643
Isle of Man,1971,65.956,1.02422626,83.85760417,0.884988529,0.563424549,0.605707044,56.43773404,57.33628783
India,1971,48.632,0.163136434,35.48773243,0.787761532,0.688690411,0.426329707,48.87115961,72.19019462
Ireland,1971,71.67585366,1.583542783,96.3043448,0.94850726,0.470983218,0.693945169,64.57376557,50.49253614
Iran,1971,51.124,0.25499498,42.62555199,0.787376849,0.686706594,0.438088167,48.15772066,73.01933183
Iraq,1971,60.909,0.350309359,55.38492608,0.870460489,0.619384346,0.508989134,51.047055,64.44766393
Iceland,1971,73.5704878,1.5,96.00439847,0.944857341,0.47302562,0.709475349,64.10678371,49.97760382
Israel,1971,71.71902439,2.974,98.29771338,0.986147405,0.397627294,0.709574814,59.76664314,54.85024835
Italy,1971,71.80682927,1.611995274,96.46367696,0.945580159,0.471990298,0.694231902,64.49873709,50.17758801
Jamaica,1971,66.795,1.040612952,83.7192643,0.885943642,0.561585877,0.606359126,56.93093555,57.04759365
Jordan,1971,61.612,0.339797725,48.391063,0.943104526,0.543435633,0.519823025,62.32380754,53.32813823
Japan,1971,72.80902439,1.1,89.3782382,0.945180101,0.463810826,0.686920054,65.45856126,48.65754883
Kazakhstan,1971,60.64756098,0.350472729,54.71029029,0.877043051,0.619502796,0.504456478,51.6291011,65.00216812
Kenya,1971,54.258,0.275147561,44.18113669,0.793265197,0.684467114,0.442773813,49.79680246,71.47868575
Kyrgyz Republic,1971,58.30392683,0.510355347,52.97230446,0.750960665,0.701545882,0.432641749,49.36058996,71.3578973
Cambodia,1971,39.507,0.153225472,34.15955735,0.801830787,0.6823446,0.422779582,49.24242067,72.12993616
Kiribati,1971,55.097,0.26215772,43.73405809,0.801874241,0.681984479,0.44233475,49.74386182,72.20881895
St. Kitts and Nevis,1971,60.747,0.432784788,59.92633546,0.953113151,0.484060543,0.616969294,70.84141712,49.02828919
South Korea,1971,62.61219512,1.248940558,78.62166705,0.947182399,0.506118522,0.621733517,63.55191884,59.34051879
Kuwait,1971,67.058,1.040306091,83.55829737,0.886943644,0.562595104,0.606778149,57.19486412,57.12204592
Latin America & Caribbean (excluding high income),1971,59.25115142,0.483773877,50.85304922,0.746793906,0.705771637,0.449329118,49.20079275,72.01618916
Lao PDR,1971,43.983,0.270407475,44.23139044,0.794483529,0.681120957,0.428913215,49.18250801,71.34998985
Lebanon,1971,66.823,1.041346269,83.58689584,0.887407194,0.561315273,0.606224474,56.95293555,57.12204592
Liberia,1971,40.94,0.265822981,43.9973917,0.805446307,0.68225506,0.427178266,49.19390071,72.72645919
Libya,1971,56.337,0.26193597,43.93763268,0.800674557,0.683051344,0.440926647,49.51636182,72.59811061
St. Lucia,1971,64.548,0.48367328,71.5974807,0.946477874,0.481456398,0.646153389,72.5351672,47.34591932
Latin America & Caribbean,1971,59.88494717,0.507947898,52.62567471,0.746014305,0.71516639,0.441474043,49.23290814,71.75762647
Least developed countries: UN classification,1971,40.05736477,0.271828582,44.19715249,0.795419573,0.682204481,0.426999985,49.29184135,71.23173985
Low income,1971,44.73115321,0.273159095,44.19795069,0.796633231,0.67967027,0.429249391,49.16000801,71.33123985
Sri Lanka,1971,65.922,0.887692586,87.83655368,0.94731864,0.4835208,0.666103526,70.68330156,48.86216039
Lower middle income,1971,48.1345506,0.258112337,43.83257831,0.801535055,0.683177041,0.429347048,48.93090071,72.87735919
Low & middle income,1971,53.25840522,0.263316428,44.33350844,0.803517535,0.682325598,0.441869623,49.75436182,72.02369811
Lesotho,1971,51.293,0.259530372,43.96005948,0.802174201,0.683815819,0.439418506,48.82640071,73.18683183
Late-demographic dividend,1971,59.59933431,0.478393594,51.70016614,0.74632262,0.711621447,0.437521704,49.13890814,71.47934869
Lithuania,1971,71.73536585,1.598443515,96.3436478,0.941047315,0.46437003,0.695711289,65.23093371,49.61651032
Luxembourg,1971,69.1952439,1.2,88.50025224,0.937719107,0.511102991,0.646849482,64.54599083,48.85288923
Latvia,1971,70.16463415,1.005659065,90.71327736,0.915463311,0.501550756,0.646334083,65.91997425,44.54695135
Taiwan,1971,69.582,1.178346656,90.88278766,0.86593057,0.504400075,0.619781132,61.56314223,51.21289648
St. Martin (French part),1971,71.453,0.524057358,83.89264351,0.952041081,0.435622112,0.673938785,78.62268323,44.65235083
Morocco,1971,49.243,0.474208337,50.09645917,0.74668795,0.713404344,0.417874608,48.65378869,71.8343692
Moldova,1971,63.799,0.762304835,73.17814745,0.873381557,0.568290046,0.558211228,56.92442178,56.64596906
Madagascar,1971,47.889,0.257292138,43.79523714,0.802033607,0.684468196,0.427020539,49.04540071,72.84531516
Maldives,1971,46.125,0.259795061,43.60085391,0.802947306,0.683549124,0.426727076,49.06190071,72.81831516
Middle East & North Africa,1971,52.03600789,0.175108026,37.31946252,0.782110348,0.708661438,0.431930899,49.16843044,72.94096369
Mexico,1971,61.155,0.24103423,40.93312664,0.944015958,0.546534903,0.535316129,61.30472558,54.23864995
Marshall Islands,1971,58.934,0.481405175,52.10548972,0.728616637,0.726563797,0.43422677,49.07865814,71.86062647
Middle income,1971,53.85510064,0.27303414,44.46791619,0.795387749,0.689339536,0.437672491,49.81492746,71.46961996
North Macedonia,1971,64.61760976,0.919,83.61512347,0.885012909,0.560791094,0.600560463,57.68613389,56.78158076
Mali,1971,32.937,0.263065157,43.89086371,0.806469108,0.680384188,0.426153139,49.09779238,72.49494252
Malta,1971,69.22253659,1.026,90.1951825,0.920778228,0.503196055,0.64557081,65.77262636,45.6414613
Myanmar,1971,51.215,0.27362046,44.01750461,0.795701705,0.688103336,0.434689922,49.32396635,71.62900138
Middle East & North Africa (excluding high income),1971,51.29751208,0.48765199,50.61458158,0.74506771,0.710224185,0.425080416,48.65378869,71.5973692
Montenegro,1971,69.53017073,0.890002644,89.04137461,0.913786663,0.506866021,0.628211691,65.01721976,43.33198076
Mongolia,1971,53.345,0.500165606,50.36038933,0.750371879,0.712369071,0.433518893,49.14744981,71.63994333
Mozambique,1971,41.739,0.15524879,33.9916389,0.791601855,0.688850506,0.417896252,48.91433537,72.77193976
Mauritania,1971,51.387,0.481830473,50.58993782,0.732959938,0.719833824,0.423757184,48.67079831,71.9283692
Mauritius,1971,60.98897561,0.187230775,34.74944355,0.945784374,0.55296999,0.531462838,63.23094073,54.42299955
Malawi,1971,37.239,0.258165657,43.55797114,0.808172251,0.680327498,0.426280057,48.94266738,72.52194252
Malaysia,1971,63.584,0.776593096,74.08305006,0.882142144,0.564845006,0.557247209,57.28084535,56.19223348
