Year,Country,Economic_Rank,Institutional_Rank,Quality_of_Life_Rank,Sustainability_Index_FA,Ease_of_Living_Rank
1980,Pakistan,149,16,191,-1.07372,174
1980,Peru,109,124,173,-1.05088,187
1980,Netherlands,9,35,1,1.0341,2
1980,South Korea,152,110,109,-0.23278,118
1980,Kuwait,18,32,50,0.65582,17
1980,Philippines,145,18,164,-1.14014,165
1980,Morocco,108,116,202,-0.89899,199
1980,Mexico,131,119,107,-0.26513,116
1980,Malta,98,102,52,-0.15395,86
1980,Tunisia,156,11,130,-0.93909,128
1980,Turkey,155,34,122,-0.55978,125
1980,Uruguay,112,51,37,0.25056,58
1980,United States,10,62,10,0.36496,11
1980,South Africa,151,10,166,-0.95519,156
1980,Thailand,158,47,132,-0.92612,137
1980,Portugal,102,104,28,0.07193,73
1980,Qatar,4,23,45,0.34185,14
1980,Saudi Arabia,28,189,135,-0.2158,129
1980,Singapore,93,7,28,0.33773,36
1980,Sweden,25,37,23,0.73448,13
1980,Syria,144,127,97,-0.3839,117
1980,Iran,70,186,174,-0.80149,194
1980,Brazil,82,181,113,-0.44204,125
1980,Canada,34,50,9,0.66926,16
1980,Switzerland,19,25,8,0.40298,7
1980,Chile,128,105,81,0.09404,100
1980,China,130,64,119,-0.37139,120
1980,Colombia,162,90,80,-0.06883,103
1980,Costa Rica,143,152,31,0.4915,84
1980,Cyprus,129,33,55,0.25795,65
1980,Germany,2,17,30,0.58892,4
1980,Denmark,15,8,6,0.34174,3
1980,Bahrain,42,128,67,-0.11913,67
1980,Poland,73,2,39,0.56008,19
1980,Bulgaria,121,48,36,0.39119,52
1980,United Arab Emirates,1,174,102,-0.12107,18
1980,Australia,72,84,2,0.40312,26
1980,Austria,12,61,26,0.83254,12
1980,Belgium,3,99,11,0.50521,10
1980,Algeria,142,22,198,-1.28233,192
1980,Argentina,56,31,97,-0.00232,75
1980,Hong Kong,57,76,57,-0.02902,52
1980,Hungary,135,56,51,0.38588,66
1980,Indonesia,160,1,171,-1.03047,133
1980,India,147,6,159,-0.79271,147
1980,Ireland,55,108,21,0.41131,37
1980,Israel,67,81,38,0.17989,47
1980,Italy,47,5,27,0.09273,24
1980,Jordan,94,125,100,-0.3216,107
1980,Japan,54,109,20,0.41151,35
1980,Iceland,53,154,18,0.65212,36
1980,Ecuador,140,135,110,-0.27127,121
1980,Spain,68,40,22,0.06884,42
1980,Finland,50,12,19,0.17732,23
1980,Egypt,159,67,146,-0.66543,150
1980,France,22,15,3,2.22961,1
1980,Greece,69,42,4,-0.05425,31
1980,United Kingdom,36,29,14,0.66623,15
1980,Georgia,141,144,70,0.03184,101
1981,Ecuador,148,126,108,-0.43643,123
1981,Egypt,139,60,134,-0.47942,131
1981,Denmark,9,101,7,0.17152,16
1981,Germany,35,68,37,0.58517,24
1981,Cyprus,133,37,45,0.58564,51
1981,Costa Rica,135,171,21,0.13346,81
1981,Algeria,141,14,195,-1.1155,180
1981,Spain,88,4,10,0.44382,12
1981,Georgia,145,129,60,0.37872,90
1981,Greece,63,15,3,0.20715,17
1981,France,43,130,4,0.40745,23
1981,Finland,37,59,15,0.54233,19
1981,United Kingdom,52,7,18,0.58573,13
1981,Belgium,21,48,11,0.52313,9
1981,Austria,39,30,17,0.62075,14
1981,Australia,13,9,5,1.05965,2
1981,United Arab Emirates,1,154,104,-0.14006,20
1981,Argentina,51,42,95,0.09222,67
1981,Bulgaria,117,46,40,0.39119,54
1981,Bahrain,31,145,72,-0.13164,69
1981,China,104,85,92,-0.19349,101
1981,Chile,130,116,75,0.1133,97
1981,Switzerland,2,22,6,0.59032,4
1981,Canada,16,67,13,0.6574,8
1981,Brazil,50,192,122,-0.29588,129
1981,Colombia,157,125,83,-0.09735,107
1981,Sweden,22,32,24,0.40938,15
1981,Singapore,87,34,20,0.20699,34
1981,Saudi Arabia,18,81,98,0.10208,52
1981,Qatar,3,162,65,-0.51927,53
1981,Portugal,112,137,39,0.47001,72
1981,Philippines,113,107,168,-1.06968,186
1981,Peru,111,124,171,-1.01147,190
1981,Panama,144,148,58,0.44016,89
1981,Pakistan,152,6,190,-1.11104,171
1981,Poland,54,76,38,0.14737,37
1981,Slovenia,7,54,29,1.04513,6
1981,Mongolia,155,1,207,-1.13219,149
1981,South Africa,124,128,150,-0.84175,169
1981,United States,14,75,16,0.61065,10
1981,Turkey,151,185,127,-0.07635,134
1981,Tunisia,129,27,138,-0.52562,127
1981,Thailand,119,80,80,0.12776,93
1981,Syria,147,121,84,0.08269,103
1981,New Zealand,69,29,47,0.16333,43
1981,Uruguay,98,78,41,0.27698,61
1981,Nepal,153,2,230,-1.13263,187
1981,Kuwait,27,113,61,0.06194,40
1981,South Korea,101,165,111,-0.28456,118
1981,Japan,8,33,22,0.37604,11
1981,Jordan,73,93,105,0.00308,96
1981,Italy,59,31,25,0.12292,30
1981,Israel,81,21,8,0.14705,25
1981,Iceland,30,44,31,0.77891,17
1981,Iran,114,117,179,-0.952,190
1981,Ireland,58,88,12,0.21084,27
1981,India,137,12,165,-0.78972,144
1981,Indonesia,154,3,192,-1.07904,147
1981,Hungary,86,82,50,0.13392,63
1981,Hong Kong,57,99,19,0.43325,29
1981,Norway,26,18,2,1.03656,3
1981,Netherlands,5,5,1,0.88241,1
1981,Nicaragua,127,104,170,-1.19539,192
1981,Malta,136,158,55,0.28836,95
1981,Malaysia,92,110,119,-0.07645,111
1981,Mexico,93,92,94,-0.00206,98
1981,Morocco,120,84,208,-0.85628,194
1982,New Zealand,58,84,19,0.12959,41
1982,Norway,18,13,6,1.42571,4
1982,Nepal,133,33,233,-1.29278,221
1982,Netherlands,8,5,5,1.42307,3
1982,Nicaragua,136,28,175,-1.16862,170
1982,Pakistan,140,25,197,-1.17564,177
1982,Panama,64,90,55,0.08174,68
1982,Peru,145,12,181,-1.11869,168
1982,Philippines,96,50,149,-0.48899,141
1982,Portugal,107,86,40,0.12507,74
1982,Morocco,145,10,209,-1.12604,192
1982,Mexico,103,132,112,-0.60459,125
1982,Malta,114,137,73,0.18959,102
1982,Mongolia,151,3,210,-1.11892,150
1982,Malaysia,112,134,82,0.2965,104
1982,Qatar,3,32,41,0.55402,12
1982,Tunisia,131,49,45,0.41115,65
1982,Turkey,153,125,104,-0.46695,131
1982,Uruguay,71,6,47,0.34464,39
1982,United States,5,174,9,0.89387,11
1982,South Africa,129,41,167,-1.04143,166
1982,Poland,65,73,44,0.11916,53
1982,Slovenia,6,35,35,0.89517,10
1982,Taiwan,67,30,27,0.26053,28
1982,Saudi Arabia,25,192,120,0.09919,108
1982,Singapore,49,36,29,0.21202,29
1982,Sweden,13,1,1,0.3685,2
1982,Syria,138,152,124,-0.24417,135
1982,Thailand,128,87,107,-0.45983,120
1982,Egypt,147,191,138,-0.90283,174
1982,Switzerland,2,2,3,1.15601,1
1982,Chile,75,168,77,0.2643,94
1982,China,124,91,96,0.0565,110
1982,Colombia,152,93,90,-0.01856,115
1982,Canada,12,27,13,0.45591,7
1982,Costa Rica,98,34,23,0.81473,27
1982,Cyprus,111,68,58,0.09407,83
1982,Germany,26,48,20,1.17412,9
1982,Denmark,11,82,21,0.33544,16
1982,Algeria,128,51,194,-1.21171,191
1982,Belgium,51,117,15,0.3297,37
1982,Austria,29,54,22,0.55326,18
1982,Australia,16,40,8,1.0859,6
1982,Argentina,46,113,71,0.17115,66
1982,United Arab Emirates,1,122,102,-0.19192,21
1982,Bulgaria,117,133,43,0.42461,75
1982,Bahrain,21,92,81,0.03701,52
1982,Brazil,68,85,114,0.03501,101
1982,Ecuador,141,131,123,-0.37698,134
1982,Indonesia,119,95,165,-1.13002,184
1982,India,135,26,164,-0.79176,157
1982,Ireland,52,158,21,0.43917,46
1982,Iran,88,189,191,-0.77221,200
1982,Iceland,22,23,18,0.35966,13
1982,Israel,66,46,10,0.00775,32
1982,Italy,63,31,26,0.3202,26
1982,Jordan,116,100,108,-0.32676,118
1982,Japan,45,4,4,0.66134,5
1982,South Korea,122,118,80,-0.01907,107
1982,Kuwait,19,39,63,0.45333,24
1982,Spain,93,65,2,0.54371,17
1982,Hungary,124,59,51,0.27836,73
1982,Finland,40,24,11,0.40162,15
1982,France,39,19,14,0.42158,14
1982,United Kingdom,57,70,12,0.05957,36
1982,Georgia,132,190,61,-0.11994,116
1982,Hong Kong,89,17,7,0.3902,22
1982,Greece,47,61,30,0.32544,33
1983,Nepal,118,89,227,-0.86074,216
1983,Norway,3,3,5,0.47617,3
1983,Netherlands,26,6,6,0.54197,6
1983,Nicaragua,120,134,185,-0.9583,202
1983,New Zealand,60,86,37,0.4773,43
1983,Pakistan,138,19,199,-1.27398,197
1983,Panama,66,48,45,0.29575,48
1983,Peru,72,191,179,-0.84809,196
1983,Philippines,129,49,146,-0.67909,142
1983,Portugal,128,156,47,0.29654,81
1983,Taiwan,59,11,25,0.33754,23
1983,Morocco,127,106,202,-0.91653,206
1983,Qatar,2,22,46,0.6209,11
1983,Mexico,88,9,94,-0.19924,72
1983,Malta,44,44,53,0.10239,40
1983,Mongolia,144,4,206,-1.13219,158
1983,Malaysia,114,35,87,0.27534,77
1983,Saudi Arabia,22,80,107,-0.03182,69
1983,Tunisia,131,95,111,-0.27306,120
1983,Turkey,149,142,112,-0.42449,133
1983,Uruguay,70,24,55,0.37859,45
1983,United States,19,71,10,0.65187,10
1983,South Africa,100,100,163,-0.81511,163
1983,Poland,49,57,48,0.08426,47
1983,Slovenia,8,30,44,0.68095,13
1983,Singapore,55,65,15,0.34172,26
1983,Sweden,12,2,1,0.70512,1
1983,Syria,98,113,108,-0.33715,119
1983,Thailand,127,110,102,-0.15749,118
1983,Chile,117,139,86,0.25668,103
1983,China,116,131,90,-0.0422,109
1983,Colombia,148,77,91,0.03963,111
1983,Costa Rica,145,135,63,0.22735,99
1983,Cyprus,109,17,51,0.33091,53
1983,Germany,45,67,24,0.38771,25
1983,Denmark,6,126,18,0.26561,16
1983,Algeria,139,21,161,-0.43507,143
1983,Ecuador,119,112,125,-0.49122,131
1983,Egypt,142,14,177,-0.93055,156
1983,Switzerland,18,1,2,0.79384,2
1983,Canada,4,46,9,0.83089,7
1983,United Arab Emirates,1,189,81,-0.52191,34
1983,Argentina,110,88,101,-0.12005,112
1983,Australia,10,7,7,1.07599,4
1983,Austria,47,53,20,0.15523,28
1983,Spain,99,137,4,0.56054,27
1983,Belgium,46,29,17,0.22585,22
1983,Bulgaria,95,8,42,-0.21297,49
1983,Bahrain,23,26,49,0.68961,19
1983,Brazil,42,136,117,0.0867,97
1983,India,140,13,180,-1.1079,164
1983,Ireland,86,18,21,0.46001,29
1983,Iran,93,148,172,-0.91635,189
1983,Iceland,44,39,27,0.42892,24
1983,Israel,58,92,30,0.0066,52
1983,Italy,84,47,29,0.27074,44
1983,Jordan,112,76,103,-0.20239,113
1983,Japan,20,5,3,0.47876,5
1983,Indonesia,133,40,192,-1.35712,194
1983,South Korea,106,133,97,0.03041,110
1983,Kuwait,15,23,39,0.95062,9
1983,Finland,36,27,16,0.3641,17
1983,France,53,51,8,0.48057,20
1983,United Kingdom,24,20,31,0.48686,15
1983,Georgia,134,85,50,0.5238,66
1983,Hong Kong,104,16,33,0.45621,39
1983,Greece,62,55,11,-0.00043,33
1983,Hungary,127,34,59,0.28522,65
1984,New Zealand,67,145,45,0.24833,70
1984,Netherlands,46,11,4,0.29501,8
1984,Nepal,127,40,227,-1.30043,220
1984,Norway,6,7,5,0.35093,5
1984,Pakistan,134,21,200,-1.17389,187
1984,Panama,52,70,67,-0.32148,67
1984,Philippines,100,60,137,0.25605,115
1984,Portugal,123,180,42,0.15862,92
1984,Nicaragua,122,159,193,-0.87301,206
1984,Qatar,27,61,42,0.58607,28
1984,Peru,142,10,183,-0.95993,164
1984,Taiwan,69,129,30,0.4783,50
1984,Morocco,133,33,195,-1.32271,193
1984,Mexico,114,113,124,-0.42938,129
1984,Malta,44,122,58,0.09681,56
1984,Mongolia,152,3,211,-1.13219,163
1984,Malaysia,91,76,69,0.07753,78
1984,Tunisia,115,87,113,-0.35643,121
1984,Turkey,151,199,118,-0.09635,137
1984,Uruguay,146,106,54,0.39067,81
1984,United States,19,57,16,0.50329,17
1984,South Africa,141,38,164,-0.33563,150
1984,Slovenia,33,66,39,0.21272,33
1984,Poland,56,75,50,0.28712,49
1984,Saudi Arabia,49,140,127,0.08754,101
1984,Singapore,32,62,19,0.5032,26
1984,Syria,88,101,109,-0.36838,114
1984,Thailand,97,115,144,-0.55165,139
1984,Sweden,4,195,9,0.78466,18
1984,Austria,30,17,20,1.25358,7
1984,China,111,155,95,0.12429,110
1984,Colombia,147,126,97,-0.26827,122
1984,Costa Rica,145,82,61,0.40606,81
1984,Cyprus,101,74,59,0.03831,79
1984,Germany,53,4,21,0.29303,16
1984,Denmark,2,105,24,0.22763,24
1984,Algeria,138,16,152,-1.02999,143
1984,Ecuador,104,107,100,0.02808,108
1984,Egypt,153,197,151,-1.04812,195
1984,Chile,149,139,90,-0.00863,118
1984,Switzerland,20,1,1,0.40372,1
1984,Canada,15,63,10,2.2546,4
1984,United Arab Emirates,1,192,84,-0.49604,48
1984,Argentina,113,67,52,0.37146,68
1984,Australia,12,26,12,2.35082,3
1984,Belgium,8,44,8,0.76755,6
1984,Spain,109,41,2,0.43771,20
1984,Bulgaria,112,138,44,0.27608,79
1984,Bahrain,23,34,47,0.78791,23
1984,Brazil,66,98,111,-0.0399,105
1984,India,132,23,186,-1.25269,183
1984,Ireland,86,58,46,-0.03855,66
1984,Iran,93,198,165,-0.78256,191
1984,Iceland,13,31,27,0.51172,14
1984,Israel,55,6,28,0.57575,21
1984,Italy,87,39,11,0.1826,32
1984,Jordan,125,114,103,-0.03731,113
1984,Japan,22,2,3,0.38187,2
1984,South Korea,60,97,120,0.05662,103
1984,Indonesia,135,5,154,-0.80947,135
1984,Kuwait,10,48,26,0.46976,19
1984,Finland,16,28,15,0.30966,10
1984,France,50,24,32,0.51618,29
1984,United Kingdom,9,86,25,0.75883,15
1984,Georgia,140,196,38,0.21276,100
1984,Greece,77,104,7,0.29649,37
1984,Hong Kong,90,9,37,0.16628,38
1984,Hungary,120,137,57,0.47322,80
1985,New Zealand,66,37,19,0.39386,34
1985,Pakistan,146,6,203,-1.12895,191
1985,Nepal,141,23,219,-1.27398,226
1985,Peru,127,179,153,-0.80694,190
1985,Philippines,122,141,134,-0.73334,154
1985,Norway,6,2,4,1.32669,2
1985,Portugal,132,182,27,0.30758,83
1985,Qatar,15,34,44,0.92866,12
1985,Panama,55,39,63,-0.32067,68
1985,Netherlands,50,5,3,0.13985,6
1985,Morocco,144,24,183,-1.18063,189
1985,Mexico,113,104,121,-0.3238,128
1985,Malta,51,51,41,-0.01211,43
1985,Nicaragua,106,155,206,-0.8901,222
1985,Mongolia,152,3,204,-1.13263,180
1985,Malaysia,60,9,92,0.3469,57
1985,Saudi Arabia,28,201,132,-0.31353,142
1985,Turkey,151,196,110,-0.4143,143
1985,Uruguay,154,139,54,0.33692,109
1985,United States,21,56,22,0.87021,9
1985,Vietnam,135,146,115,-0.55696,139
1985,South Africa,104,135,142,-0.55125,149
1985,Taiwan,75,36,26,0.28329,38
1985,Poland,70,87,44,0.30431,61
1985,Slovenia,38,70,36,0.53504,31
1985,Tunisia,133,109,109,-0.34727,130
1985,Singapore,40,54,40,0.61252,28
1985,Sweden,3,44,13,1.02962,4
1985,Syria,156,198,108,-0.46372,144
1985,Thailand,116,181,101,0.25095,120
1985,China,118,132,94,0.13083,117
1985,Colombia,155,140,102,-0.30419,131
1985,Costa Rica,150,100,21,0.09438,80
1985,Cyprus,99,16,47,-0.0343,63
1985,Chile,157,108,78,0.18354,116
1985,Germany,42,73,14,0.22876,25
1985,Denmark,4,89,27,0.24316,19
1985,Algeria,136,111,117,-0.43953,133
1985,Ecuador,114,118,88,-0.09048,117
1985,Egypt,107,121,141,-0.90234,156
1985,Spain,100,93,1,0.37227,21
1985,Switzerland,19,48,12,1.36544,5
1985,Canada,17,52,11,2.27726,3
1985,Brazil,78,21,99,0.183,77
1985,Bahrain,52,8,50,0.15543,30
1985,Bulgaria,121,123,42,0.22963,84
1985,Belgium,25,28,8,0.56397,8
1985,Austria,54,32,15,0.2695,24
1985,Argentina,101,76,46,0.23751,75
1985,United Arab Emirates,1,184,83,-0.57561,53
1985,Australia,22,43,11,1.06136,7
1985,Finland,2,197,10,0.78255,13
1985,Iran,57,202,147,-0.56299,164
1985,Iceland,9,1,2,0.33593,1
1985,Israel,83,80,31,0.55203,47
1985,Italy,62,55,7,-0.02972,33
1985,Jordan,95,7,100,0.34098,66
1985,Japan,10,61,29,0.26905,20
1985,South Korea,67,94,116,0.05662,115
1985,Ireland,71,115,45,0.26349,67
1985,India,142,27,185,-1.24147,194
1985,Kuwait,29,22,18,0.50368,11
1985,Indonesia,97,199,158,-0.78892,196
1985,France,27,30,9,0.14277,14
1985,United Kingdom,32,50,23,0.38585,22
1985,Georgia,137,86,48,0.57145,76
1985,Greece,85,138,5,0.07559,46
1985,Hungary,126,136,59,0.48338,89
1985,Hong Kong,64,77,35,0.1945,58
1986,Pakistan,134,48,195,-1.35682,197
1986,Philippines,102,150,133,-0.24934,129
1986,New Zealand,74,47,23,0.21836,36
1986,Peru,155,133,162,-0.82287,184
1986,Panama,53,43,58,0.15226,42
1986,Saudi Arabia,58,63,114,0.0136,89
1986,Qatar,21,21,35,0.32584,21
1986,Portugal,117,94,25,0.31571,63
1986,Norway,2,7,5,0.77236,5
1986,Mexico,99,23,109,-0.14096,101
1986,Malta,65,98,58,0.12745,60
1986,Mongolia,156,4,209,-1.13219,168
1986,Nepal,147,10,223,-1.11417,210
1986,Malaysia,93,17,100,0.05894,77
1986,Nicaragua,139,32,191,-1.28262,190
1986,Netherlands,28,6,4,0.2524,8
1986,Uruguay,116,118,50,0.41613,78
1986,United States,11,78,22,0.55196,19
1986,Vietnam,128,113,121,-0.5922,134
1986,Turkey,153,204,121,-0.30951,142
1986,South Africa,132,135,134,-0.20196,135
1986,Croatia,52,192,80,-0.15727,94
1986,Poland,59,93,43,0.09421,53
1986,Slovenia,38,67,41,0.61884,33
1986,Singapore,56,76,69,-0.10168,62
1986,Tunisia,122,139,112,-0.11327,125
1986,Sweden,7,3,2,0.81739,2
1986,Thailand,108,86,135,-0.11117,125
1986,Syria,106,143,115,-0.1802,123
1986,Taiwan,77,88,26,0.17947,46
1986,China,125,134,101,0.12202,112
1986,Colombia,150,149,105,-0.23397,128
1986,Costa Rica,138,115,27,0.02708,81
1986,Cyprus,62,66,53,0.08261,48
1986,Germany,27,27,34,0.23148,25
1986,Denmark,25,80,24,0.52404,23
1986,Algeria,141,142,129,-0.08747,130
1986,Ecuador,157,107,95,-0.0135,115
1986,Egypt,143,70,148,-0.54482,146
1986,Spain,101,29,2,0.56421,15
1986,Chile,154,74,62,0.3925,85
1986,Switzerland,1,5,1,1.14695,1
1986,Morocco,136,25,177,-0.76898,169
1986,Canada,18,91,13,1.15542,13
1986,Brazil,80,112,127,-0.15237,116
1986,Bahrain,23,65,39,0.91546,22
1986,Bulgaria,101,53,46,0.15196,65
1986,Belgium,8,24,8,0.75014,10
1986,Austria,24,54,14,1.28467,11
1986,Argentina,117,71,49,0.31658,71
1986,United Arab Emirates,4,184,90,-0.49505,70
1986,Australia,35,111,11,0.83488,20
1986,Iceland,10,1,3,0.39797,3
1986,Israel,66,99,38,0.43826,44
1986,Italy,6,8,10,0.84565,7
1986,Jordan,129,130,92,0.24843,107
1986,Japan,25,2,3,0.50933,4
1986,South Korea,68,44,113,-0.04265,94
1986,Iran,94,205,157,-0.68876,171
1986,Finland,26,39,9,0.64852,14
1986,Ireland,34,28,55,0.21254,31
1986,Kuwait,60,87,47,0.00016,57
1986,Hong Kong,47,14,52,0.12529,34
1986,Greece,75,121,51,0.27795,68
1986,Georgia,100,79,54,-0.04258,75
1986,United Kingdom,31,50,28,0.50209,24
1986,France,29,26,7,2.01202,6
1986,Hungary,118,117,48,0.36008,80
1986,Indonesia,140,35,167,-0.47669,154
1986,India,135,41,187,-1.2481,188
1987,Pakistan,113,133,192,-0.9045,201
1987,Singapore,51,88,21,0.30924,31
1987,Panama,66,50,63,-0.21733,61
1987,Peru,111,161,141,-0.8819,160
1987,Philippines,129,75,116,-0.50491,127
1987,Portugal,130,159,47,-0.06768,105
1987,Qatar,26,49,28,0.58705,21
1987,Saudi Arabia,75,36,104,0.39185,73
1987,New Zealand,11,33,49,0.87588,19
1987,Mongolia,160,4,201,-1.13219,166
1987,Malaysia,104,149,92,0.21835,107
1987,Malta,78,67,41,0.19181,54
1987,Nicaragua,146,29,181,-1.25752,189
1987,Netherlands,30,8,4,0.10102,9
1987,Norway,3,3,7,0.33426,3
1987,Nepal,148,26,208,-1.27398,215
1987,United States,17,32,14,1.15245,11
1987,Uruguay,147,199,40,-0.34973,116
1987,Vietnam,143,140,122,-0.57268,138
1987,South Africa,139,110,118,-0.41267,131
1987,Croatia,68,162,75,-0.36849,96
1987,Poland,69,61,46,0.01191,56
1987,Slovenia,49,68,48,0.46549,41
1987,Romania,157,136,55,0.36806,98
1987,Ukraine,114,12,34,0.41121,48
1987,Turkey,149,134,122,-0.63902,139
1987,Sweden,10,2,1,0.39715,2
1987,Syria,155,203,115,-0.40781,142
1987,Thailand,131,104,108,-0.10264,122
1987,Tunisia,141,132,114,-0.46012,135
1987,Mexico,110,141,127,0.02316,126
1987,Costa Rica,156,112,65,0.40844,93
1987,Cyprus,63,10,50,0.15029,37
1987,Germany,32,47,16,0.48931,17
1987,Denmark,8,80,27,0.21382,25
1987,Algeria,119,114,128,-0.57644,136
1987,Ecuador,162,119,102,-0.30481,132
1987,Egypt,148,69,147,-0.69928,148
1987,Spain,34,5,2,0.3902,4
1987,United Arab Emirates,6,183,80,-0.53152,76
1987,Argentina,145,117,67,0.50609,88
1987,Colombia,159,128,98,-0.19536,129
1987,China,133,109,96,0.07237,115
1987,Chile,112,41,58,0.29706,72
1987,Switzerland,1,1,6,0.61357,1
1987,Canada,18,89,18,1.58699,12
1987,Brazil,89,30,93,0.00515,82
1987,Bahrain,40,85,44,0.40131,40
1987,Bulgaria,76,71,51,0.17323,57
1987,Austria,25,23,15,0.99471,13
1987,Australia,13,27,10,1.01692,10
1987,Finland,7,39,13,1.27699,8
1987,Belgium,35,13,8,1.35806,6
1987,Israel,85,52,20,-0.1266,46
1987,Italy,5,44,33,0.12623,24
1987,Jordan,87,20,95,0.19224,71
1987,Japan,20,6,3,0.21975,5
1987,South Korea,79,35,106,0.15828,81
1987,Kuwait,37,66,52,0.76743,34
1987,Taiwan,82,45,23,0.04748,41
1987,France,28,37,11,1.72967,7
1987,Morocco,105,201,172,-0.75648,197
1987,Iceland,31,14,5,0.39719,14
1987,Ireland,46,25,36,0.47186,27
1987,United Kingdom,22,55,27,0.6814,20
1987,Greece,60,7,53,0.20069,26
1987,Iran,136,73,144,-0.67198,146
1987,Georgia,152,177,56,0.47554,95
1987,Hong Kong,50,46,32,0.675,29
1987,India,134,167,187,-0.88712,207
1987,Indonesia,123,138,138,-0.84643,156
1987,Hungary,151,198,45,0.36155,100
1988,Philippines,151,141,136,-0.24759,145
1988,Portugal,112,28,40,0.71475,51
1988,Qatar,26,85,30,0.71975,25
1988,Singapore,68,33,74,-0.12331,66
1988,Saudi Arabia,75,203,145,-0.49199,160
1988,Peru,83,107,130,-0.02413,120
1988,Pakistan,156,24,207,-1.12758,201
1988,Malaysia,103,17,102,0.269,85
1988,Mongolia,163,3,208,-1.13219,178
1988,Panama,79,138,68,0.41767,78
1988,Nicaragua,99,201,186,-0.78797,206
1988,Netherlands,38,8,5,0.24453,11
1988,Norway,9,78,19,0.7226,16
1988,Nepal,150,25,213,-1.14224,210
1988,New Zealand,10,20,40,0.32698,20
1988,United States,19,29,15,1.02251,10
1988,Vietnam,147,144,128,-0.53009,147
1988,South Africa,142,136,103,-0.23413,130
1988,Croatia,62,67,79,0.04109,69
1988,Poland,76,131,60,0.11474,82
1988,Slovenia,48,80,50,0.4321,45
1988,Lebanon,153,31,164,-0.64624,162
1988,Romania,113,93,69,0.09823,95
1988,Russia,110,15,40,0.72197,43
1988,Uruguay,117,140,39,0.66933,77
1988,Sweden,5,2,1,0.94032,2
1988,Syria,140,102,119,-0.34198,136
1988,Thailand,136,130,106,0.06452,122
1988,Tunisia,139,129,115,0.06935,128
1988,Turkey,114,132,123,-0.05395,131
1988,Ukraine,132,158,38,0.30216,94
1988,Colombia,164,96,105,-0.04168,125
1988,Costa Rica,161,115,72,0.36016,103
1988,Cyprus,40,42,45,0.27537,40
1988,Germany,37,36,16,0.3621,21
1988,Malta,74,43,44,0.49618,46
1988,Denmark,7,126,31,0.40291,28
1988,Ecuador,159,145,109,-0.10619,135
1988,Egypt,155,51,140,0.06331,137
1988,Spain,33,7,2,0.60756,6
1988,Finland,23,12,17,1.61489,7
1988,Algeria,125,135,149,-0.62909,157
1988,China,158,168,100,0.18036,127
1988,Switzerland,1,4,6,2.42004,1
1988,United Arab Emirates,13,183,92,-0.53348,86
1988,Argentina,106,97,54,0.23018,81
1988,Australia,14,37,13,1.02592,9
1988,Austria,25,40,14,2.32996,4
1988,Belgium,38,16,6,1.17008,8
1988,Chile,148,197,49,0.50757,101
1988,Bulgaria,78,82,57,0.10623,72
1988,Bahrain,60,50,51,-0.21655,62
1988,Brazil,67,103,127,-0.00781,107
1988,Canada,22,90,20,1.49161,12
1988,France,31,5,8,1.51554,5
1988,Iran,121,88,147,-0.48005,149
1988,Kuwait,53,38,48,0.27152,42
1988,South Korea,85,164,96,0.16405,108
1988,Japan,2,1,4,0.22425,3
1988,Italy,12,23,22,0.68288,13
1988,Israel,27,48,35,0.35498,30
1988,Iceland,20,44,25,0.36665,22
